clave_alumno,materias_aprobadas,materias_reprobadas,materias_totales,promedio_calificaciones,desviacion_calificaciones,duracion_estudios,sexo,prepa,prepa_nombre,carrera,ciudad,colonia,carrera_codificada,ciudad_codificada,colonia_codificada
9295,30,3,33,79.3030303030303,26.67218219475682,0.0,1,154.0,C.E.T.I.S. 108,Mecatronica,GUASAVE,Centro,6,285,183
9296,30,0,30,85.06666666666666,9.03607075628803,0.0,1,112.0,C.B.T.I.S. 45,Mecatronica,MOCORITO,Centro,6,353,183
9297,30,0,30,96.0,5.0922523977861385,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Mecatronica,CULIACAN,Emiliano Zapata,6,137,268
9298,30,0,30,98.8,1.8827712516943975,0.0,2,119.0,UAS (CENT. VESP. FLORES MAGON),Mecatronica,CULIACAN,EL,6,137,232
9299,22,6,28,65.85714285714286,35.95131923166874,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Loma Linda,6,137,516
9300,31,1,32,88.03125,18.200468577803512,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,Infonavit Jobori,6,137,433
9301,21,5,26,66.42307692307692,34.286059064200515,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Mecatronica,CULIACAN,Pemex,6,137,623
9302,30,4,34,76.44117647058823,29.37757460177858,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,IND.,6,137,402
9303,31,2,33,80.36363636363636,22.818328956425276,0.0,1,118.0,UAS (CENTRAL DIURNA),Mecatronica,CULIACAN,SAN,6,137,681
9304,31,0,31,96.38709677419355,5.794695386614892,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Morelos,6,137,565
9305,29,4,33,73.87878787878788,29.38830291944141,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Mecatronica,CULIACAN,Nuevo,6,137,582
9306,23,5,28,64.67857142857143,31.88178810384406,0.0,1,31.0,COBAES 31(PROFRA.IRMA GARMEND),Mecatronica,ELdorado,Valle Dorado,6,256,771
9307,14,3,17,70.3529411764706,34.34374247310306,0.0,1,121.0,UAS (EMILIANO ZAPATA),Mecatronica,CULIACAN,JUAN,6,137,449
9308,28,4,32,73.125,29.40786596550592,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,RANCHO,6,137,645
9309,24,4,28,70.0,30.1342674388158,0.0,1,82.0,UNIV. CATOLICA DE CULIACAN A.C,Mecatronica,CULIACAN,Montserrat,6,137,563
9310,31,1,32,86.96875,17.73366467775981,0.0,1,156.0,CONALEP 115 (NAVOLATO),Mecatronica,NAVOLATO,Nayarit,6,357,577
9311,10,2,12,72.75,34.71736531687643,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Mecatronica,GASAVE,Ejidal,6,272,252
9312,30,1,31,80.58064516129032,18.364411586087527,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Nuevo,6,137,582
9313,31,0,31,87.70967741935483,9.533077671585033,0.0,1,424.0,TEC MILENIO,Mecatronica,CULIACAN,Universidad 94,6,137,747
9314,28,4,32,76.03125,30.64203772281556,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,FRACC.,6,137,332
9315,29,1,30,86.3,18.38505765091821,0.0,1,121.0,UAS (EMILIANO ZAPATA),Mecatronica,CULIACAN,FRACC.,6,137,332
9316,30,2,32,80.78125,22.729452791335483,0.0,2,85.0,COLEGIO AZTLAN,Mecatronica,CULIACAN,Olas,6,137,595
9317,30,2,32,81.8125,23.145315836282947,0.0,1,31.0,COBAES 31(PROFRA.IRMA GARMEND),Mecatronica,"eldorado,",AMP.,6,525,48
9318,32,0,32,88.9375,10.162986289599173,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,La Sirena,6,137,502
9319,30,3,33,74.84848484848484,25.236532562092915,0.0,1,127.0,UAS (NAVOLATO),Mecatronica,NAVOLATO,Ejidal,6,357,252
9320,28,3,31,73.58064516129032,26.154380376969858,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Mecatronica,CULIACAN,VILLA,6,137,761
9321,32,0,32,86.0,9.318728973278457,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Mecatronica,CULIACAN,Independencia,6,137,427
9322,30,1,31,84.83870967741936,18.2612463506621,0.0,1,128.0,UAS (VLADIMIR I. LENIN),Mecatronica,ELDORADO,,6,245,870
9324,27,2,29,77.79310344827586,23.39777051397484,0.0,1,339.0,INSTITUTO BILINGUE JEAN PIAGET,Mecatronica,CULIACAN,LA,6,137,467
9325,30,0,30,91.1,9.448043037654905,0.0,1,122.0,UAS (VICTORIA DEL PUEBLO),Mecatronica,CULIACAN,Panteon,6,137,620
9326,29,3,32,76.25,26.508671740005287,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,Los,6,137,520
9327,28,4,32,75.09375,30.021883819382754,0.0,1,59.0,COBAES 59 (CRISTINO C. ROMO ),Mecatronica,CAMPO,,6,68,870
9328,31,0,31,94.3225806451613,5.67090290738135,0.0,1,127.0,UAS (NAVOLATO),Mecatronica,NAVOLATO,Obrera,6,357,592
9329,29,2,31,80.61290322580645,24.106261177482278,0.0,1,105.0,C.B.T.I.S. 43,Mecatronica,GUASAVE,JUAN,6,285,449
9330,23,3,26,71.84615384615384,27.84915410951264,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Mecatronica,GUASAVE,FRACC.,6,285,332
9331,30,2,32,82.75,23.46582965271679,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,10,6,137,2
9332,17,4,21,63.904761904761905,32.55288737102249,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,VILLAS,6,137,765
9333,24,2,26,81.23076923076923,25.159185507178396,0.0,1,55.0,COBAES 55(LIC.RAUL CERVANTES ),Mecatronica,GUASAVE,Jardin,6,285,453
9334,30,0,30,92.1,7.747524632489688,0.0,1,61.0,COBAES 61(PROFR.ENRIQUE FELIX),Mecatronica,VILLA,VICENTE,6,481,760
9335,20,3,23,66.34782608695652,27.305691540662984,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Mecatronica,CULIACAN,Stanza Solare,6,137,727
9336,32,0,32,86.90625,9.874566139917889,0.0,2,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Olas,6,137,595
9337,30,1,31,87.87096774193549,18.014331212461318,0.0,1,127.0,UAS (NAVOLATO),Mecatronica,NAVOLATO,EL,6,357,232
9338,30,1,31,87.16129032258064,18.774267449878568,0.0,1,127.0,UAS (NAVOLATO),Mecatronica,OTAMETO,CONOCIDO,6,368,167
9339,29,2,31,80.3225806451613,24.02552406195571,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Mecatronica,CULIACAN,Plaza,6,137,627
9341,32,0,32,92.375,7.245688373094724,0.0,1,108.0,C.B.T.I.S 152,Mecatronica,ESCUINAPA,ZONA,6,258,795
9342,6,0,6,86.33333333333333,10.443498775155133,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Mecatronica,COSTA RICA,Stanza Solare,6,106,727
9343,30,0,30,93.43333333333334,6.60555321932488,0.0,1,31.0,COBAES 31(PROFRA.IRMA GARMEND),Mecatronica,ELDORADO,El Cid,6,245,257
9344,30,1,31,85.96774193548387,18.45983725274547,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Mecatronica,CULIACAN,Bugambilias,6,137,141
9345,29,1,30,81.73333333333333,17.50454784912478,0.0,1,129.0,UAS (CARLOS MARX) COSTA RICA,Mecatronica,COSTA,Stanza Solare,6,104,727
9346,21,4,25,70.24,32.25972721521371,0.0,1,118.0,UAS (CENTRAL DIURNA),Mecatronica,CULIACAN,FRACC.,6,137,332
9347,29,3,32,77.46875,26.65548950906252,0.0,1,188.0,UAS (LAGUNA DE CANACHI),Mecatronica,CULIACAN,San Rafael,6,137,719
9348,30,0,30,90.0,7.520088040570472,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Mecatronica,CULIACAN,VILLA,6,137,761
9349,28,3,31,72.87096774193549,25.66546568898094,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Mecatronica,CULIACAN,LA,6,137,467
9350,28,3,31,76.61290322580645,27.417363621562682,0.0,1,6.0,COBAES 6(ING.JOSE HERNANDEZ T),Mecatronica,CULIACAN,Libertad,6,137,515
9351,14,7,21,53.857142857142854,39.88895299990426,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,San Miguel,6,137,717
9352,12,5,17,54.88235294117647,37.08079414087093,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Mecatronica,CULIACAN,BARRANCOS,6,137,115
9353,20,2,22,73.13636363636364,25.302541665188787,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Montserrat,6,137,563
9354,29,0,29,84.89655172413794,9.154799005307883,0.0,1,112.0,C.B.T.I.S. 45,Mecatronica,SALVADOR,Magisterio,6,420,542
9355,30,0,30,95.06666666666666,5.051004224722142,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Los Angeles,6,137,521
9356,4,2,6,51.166666666666664,40.44955706391192,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Mecatronica,CULIACAN,Domingo Rubi,6,137,215
9357,29,3,32,75.40625,26.13224355515245,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Los Angeles,6,137,521
9358,20,4,24,70.16666666666667,33.28097336926607,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,LA,6,137,467
9359,30,1,31,83.38709677419355,18.267781144873325,0.0,1,152.0,C.E.T.I.S. 68,Mecatronica,BACHOCO,CONOCIDO,6,48,167
9360,31,1,32,88.625,17.670368855342858,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Mecatronica,CULIACAN,Ejidal,6,137,252
9361,29,0,29,89.24137931034483,8.007385753227156,0.0,1,56.0,COBAES 56(GRAL. MACARIO GAXIO),Mecatronica,culiacan,ind.,6,516,834
9362,28,2,30,84.96666666666667,23.77840708874673,0.0,1,128.0,UAS (VLADIMIR I. LENIN),Mecatronica,ELDORADO,EJ.,6,245,217
9364,1,6,7,11.428571428571429,30.237157840738178,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Mecanica,CULIACAN,Agustina Ramirez,5,137,76
9365,22,7,29,61.689655172413794,36.327973723796475,0.0,1,153.0,C.E.T.I.S. 107,Mecanica,CULIACAN,VILLAS,5,137,765
9366,31,1,32,84.375,17.418473693365087,0.0,1,129.0,UAS (CARLOS MARX) COSTA RICA,Industrial,COSTA,Canarias,3,104,178
9367,35,1,36,89.25,17.526102981389954,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,22,3,137,12
9368,34,0,34,93.58823529411765,7.148289250980708,0.0,1,143.0,UAS (ANGOSTURA),Industrial,ANGOSTURA,Centro,3,36,183
9369,28,2,30,81.4,23.969233152753016,0.0,1,480.0,PREPARATORIA INTERNACIONAL,Industrial,CULIACAN,Olas,3,137,595
9370,30,0,30,91.43333333333334,7.8242916759208985,0.0,1,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,EL,3,357,232
9371,26,1,27,84.55555555555556,19.822934140755194,0.0,1,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,Nayarit,3,357,577
9372,31,1,32,85.09375,18.14166364139241,0.0,2,107.0,C.B.T.I.S. 224,Industrial,NAVOLATO,LOS,3,357,492
9373,30,3,33,79.81818181818181,27.4846031277679,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,FRAC.,3,137,297
9374,9,10,19,38.68421052631579,42.65501485637604,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,Stase,3,137,728
9375,19,6,25,61.8,36.53993249400807,0.0,1,113.0,C.B.T.A. 116,Industrial,PALMITAS,AGRICOLA,3,373,35
9376,33,1,34,87.3529411764706,18.576430738065152,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Infonavit Jobori,3,137,433
9377,21,6,27,64.22222222222223,36.08252649065359,0.0,1,156.0,CONALEP 115 (NAVOLATO),Industrial,NAVOLATO,Olas,3,357,595
9378,33,1,34,86.52941176470588,18.583530170096523,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Stase,3,137,728
9379,32,2,34,80.82352941176471,22.534109617570525,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,Stase,3,137,728
9380,28,3,31,80.3225806451613,28.404679305558318,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,VILLA,3,137,761
9381,10,6,16,57.6875,46.356184413013686,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,LOCALIDAD,3,137,486
9382,14,5,19,62.8421052631579,40.05033382839751,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Industrial,NAVOLATO,Alcanfores,3,357,78
9383,31,2,33,84.33333333333333,24.231522169823887,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,5,3,137,18
9384,33,0,33,92.6969696969697,7.46862122685995,0.0,1,145.0,Uas (guasave Diurna),Industrial,CULIACAN,URBI,3,137,742
9386,34,1,35,90.14285714285714,17.585326197685145,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Nuevo,3,137,582
9387,5,1,6,75.5,38.15101571387058,0.0,1,491.0,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR,Industrial,MAZATLAN,Nueva Galicia,3,346,580
9388,31,0,31,93.6774193548387,6.068427016254944,0.0,2,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Industrial,NAVOLATO,LA,3,357,467
9389,33,1,34,88.73529411764706,18.236342043375767,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,Valle Verde,3,137,773
9390,0,6,6,0.0,0.0,0.0,1,339.0,INSTITUTO BILINGUE JEAN PIAGET,Industrial,CULIACAN,Universidad 94,3,137,747
9391,35,0,35,93.85714285714286,8.527267189099076,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Nuevo Horizonte,3,137,586
9392,15,6,21,59.714285714285715,39.60321054806398,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Conchas,3,137,194
9393,13,2,15,73.66666666666667,31.761761975833835,0.0,2,31.0,COBAES 31(PROFRA.IRMA GARMEND),Industrial,EL,LA,3,206,467
9394,31,1,32,85.875,17.75232833434315,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,SALVADOR,3,137,680
9395,24,6,30,68.43333333333334,36.23075787355205,0.0,2,128.0,UAS (VLADIMIR I. LENIN),Industrial,culiacan,Prodensa,3,516,640
9396,35,0,35,96.88571428571429,6.201382334378591,0.0,2,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Infonavit Jobori,3,137,433
9397,34,0,34,90.41176470588235,9.214999784800222,0.0,2,112.0,C.B.T.I.S. 45,Industrial,"Guamuchil,",Fracc.,3,293,362
9398,33,1,34,89.0,17.815553300246933,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Acueducto,3,137,70
9399,16,7,23,58.43478260869565,40.37081088536,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,Centro,3,137,183
9400,4,8,12,30.0,44.51761653343743,0.0,1,31.0,COBAES 31(PROFRA.IRMA GARMEND),Industrial,EL DORADO,ESCOBEDO,3,213,242
9401,34,0,34,95.23529411764706,6.419944413661991,0.0,2,97.0,INSTITUTO AMERICA,Industrial,CULIACAN,Montserrat,3,137,563
9402,33,0,33,87.45454545454545,11.302905901500809,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,LOS,3,137,492
9403,32,2,34,79.97058823529412,22.290758098664806,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,San Ignacio,3,137,713
9405,26,4,30,70.8,29.61057592983547,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,IND.,3,137,402
9406,21,4,25,69.6,32.041639575194445,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,RUBEN,3,137,661
9407,9,4,13,59.38461538461539,42.39209529605423,0.0,1,153.0,C.E.T.I.S. 107,Industrial,CULIACAN,Villa del Real,3,137,785
9408,31,0,31,90.41935483870968,9.233179999503193,0.0,2,105.0,C.B.T.I.S. 43,Industrial,LOS,VILLA,3,339,761
9409,22,8,30,60.43333333333333,38.11659366527495,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Primavera,3,137,636
9410,35,0,35,87.74285714285715,10.29375269461119,0.0,2,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,EL,3,357,232
9411,26,2,28,76.92857142857143,23.524500343304133,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,RUBEN,3,137,661
9412,32,2,34,79.94117647058823,22.83397412478938,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Nuevo,3,137,582
9414,33,0,33,92.63636363636364,8.978509696137568,0.0,2,91.0,ITESM CAMPUS SINALOA,Industrial,CULIACAN,FRACC.,3,137,332
9415,31,1,32,81.46875,17.65435955480466,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Popular,3,137,630
9416,34,1,35,86.31428571428572,18.27851749132495,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,IND.,3,137,402
9420,21,4,25,69.96,32.1383467734937,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Los Angeles,6,137,521
9421,18,4,22,65.36363636363636,32.25574213117565,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,VILLA,6,137,761
9422,25,4,29,73.89655172413794,31.655900857712147,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Mecatronica,CULIACAN,FRACC.,6,137,332
9423,16,6,22,64.0909090909091,40.96794227652024,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,FRACC.,6,137,332
9424,37,0,37,90.43243243243244,8.764006378809167,0.0,2,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Campestre,6,137,176
9425,30,1,31,81.80645161290323,17.108320304925144,0.0,2,469.0,C.B.T.I.S. 152,Mecatronica,ESCUINAPA,Emiliano Zapata,6,258,268
9426,10,6,16,52.25,42.38631854738035,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,LOMALINDA,6,137,488
9427,30,3,33,74.72727272727273,25.263947542981985,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Los Angeles,6,137,521
9428,6,4,10,45.1,39.27241044578525,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Informatica,CULIACAN,San Ignacio,4,137,713
9429,3,3,6,39.833333333333336,44.0473230363284,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Informatica,CULIACAN,Ejidal,4,137,252
9431,2,4,6,25.833333333333332,40.300951188113,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Stase,7,137,728
9432,1,5,6,12.5,30.618621784789728,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Guadalupe,7,137,384
9433,9,5,14,53.642857142857146,42.445634264690504,0.0,1,156.0,CONALEP 115 (NAVOLATO),Sistemas,NAVOLATO,Los Angeles,7,357,521
9434,12,1,13,85.92307692307692,28.03111823926384,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,CULIACAN,Esperanza,7,137,270
9435,28,1,29,84.06896551724138,18.106689834112927,0.0,1,24.0,COBAES 24(GRAL. EMILIANO ZAPA),Industrial,CULIACAN,21,3,137,10
9436,4,6,10,29.4,38.038576909938854,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Mazatlan Iii,7,137,551
9437,0,6,6,0.0,0.0,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Aguajito,7,137,75
9444,30,3,33,75.3030303030303,25.92234177365739,0.0,1,470.0,UAS (DE PALOS VERDES),Electronica,PALOS,san,2,374,861
9446,0,6,6,0.0,0.0,0.0,1,127.0,UAS (NAVOLATO),Electronica,CULIACAN,Plutarco Elias Calles,2,137,629
9447,27,3,30,77.03333333333333,27.4759874264324,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,10,2,137,2
9460,27,2,29,80.65517241379311,23.915440114329257,0.0,1,163.0,UAS PREP. SEMIESCOLARIZADA,Industrial,CULIACAN,Infonavit Coca Cola,3,137,432
9464,5,1,6,68.0,34.0,0.0,1,28.0,COBAES 28(DR.FERNANDO URIARTE),Electronica,VILLA ADOLFO LOPEZ M,,2,486,870
9481,19,6,25,62.92,36.854352976729,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Bioquimica,CULIACAN,Bonanza,0,137,137
9482,18,5,23,62.391304347826086,34.800390711540715,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Mecanica,CULIACAN,Infonavit Jobori,5,137,433
9483,25,5,30,65.53333333333333,30.501253036254255,0.0,1,30.0,COBAES 30(ING. JUAN DE DIOS B),Mecanica,COSTA,18,5,104,7
9484,24,5,29,68.20689655172414,32.727641561339055,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Mecanica,CULIACAN,San Luis Ii,5,137,716
9485,34,2,36,78.19444444444444,22.13054701337296,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,INF.,3,137,407
9489,21,5,26,66.8076923076923,34.448824921345846,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,Montserrat,2,137,563
9490,4,2,6,50.5,39.561344769863425,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,Montserrat,2,137,563
9492,31,0,31,84.09677419354838,10.752844084891146,0.0,1,153.0,C.E.T.I.S. 107,Electronica,CULIACAN,Ejidal,2,137,252
9493,24,3,27,74.37037037037037,28.74710440020023,0.0,1,142.0,UAS (LA REFORMA),Electronica,CULIACAN,Union de Colonos,2,137,746
9494,14,5,19,59.89473684210526,37.6237140597406,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,LOS,2,137,492
9501,1,6,7,13.571428571428571,35.906624935876586,0.0,1,92.0,INSTITUTO CHAPULTEPEC,Mecanica,CULIACAN,Guadalupe,5,137,384
9506,6,8,14,34.5,41.76444936509077,0.0,1,23.0,COBAES 23(PROFRA.MA.T. DORAME),Mecanica,CULIACAN,Salvador Alvarado,5,137,709
9507,19,4,23,71.52173913043478,35.1113418158673,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Industrial,CULIACAN,El Toro,3,137,265
9508,21,4,25,68.52,31.486928504804446,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Electronica,CULIACAN,IND.,2,137,402
9509,31,2,33,75.39393939393939,21.198377582287094,0.0,1,107.0,C.B.T.I.S. 224,Mecanica,CULIACAN,Olas,5,137,595
9521,23,1,24,82.79166666666667,20.998921642430297,0.0,1,143.0,UAS (ANGOSTURA),Industrial,CULIACAN,Montserrat,3,137,563
9522,5,1,6,77.33333333333333,38.21866908549625,0.0,2,190.0,PREPARATORIA ABIERTA (SEP),Industrial,CULIACAN,VILLA,3,137,761
9523,21,2,23,75.6086956521739,25.746560459488002,0.0,1,98.0,COLEGIO SINALOA,Industrial,NAVOLATO,SAN,3,357,681
9524,18,2,20,80.55,28.94000145491576,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,Torres Porta Alegre,3,137,739
9525,8,3,11,63.0,41.72529209005013,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,El Walamo,3,137,267
9526,23,1,24,82.79166666666667,19.978203702745795,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,VILLA,3,137,761
9527,23,1,24,84.33333333333333,19.577419705335036,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Loma Linda,3,137,516
9528,20,4,24,71.54166666666667,34.09319601464131,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,LOS,3,137,492
9529,14,4,18,61.611111111111114,34.87479941142212,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Industrial,CULIACAN,Infonavit Jobori,3,137,433
9530,0,6,6,0.0,0.0,0.0,1,169.0,CONALEP 118 GVE,Industrial,CULIACAN,Villa del Real,3,137,785
9531,16,6,22,63.04545454545455,40.497474668742676,0.0,1,156.0,CONALEP 115 (NAVOLATO),Industrial,NAVOLATO,Bachoco,3,357,130
9532,12,6,18,54.0,40.70120680390346,0.0,1,65.0,CENTRO DE ESTUDIOS DE BACHILLERATO,Industrial,CULIACAN,GPE.,3,137,374
9533,23,2,25,77.96,25.595377186776002,0.0,1,142.0,UAS (LA REFORMA),Industrial,la,la,3,533,840
9534,16,4,20,68.1,36.13847636085686,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,10,3,275,2
9535,12,8,20,46.75,39.844269217463186,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,EL,3,137,232
9536,20,1,21,81.19047619047619,21.567612402904146,0.0,2,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,FCO.,3,137,285
9537,19,3,22,74.0,31.35359020985666,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,PLUTARCO,3,137,602
9538,20,1,21,81.76190476190476,21.037834398779644,0.0,2,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,Olas,3,275,595
9539,20,1,21,83.71428571428571,21.65442877829581,0.0,1,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,Prodensa,3,137,640
9540,16,4,20,69.9,37.3812505774866,0.0,1,120.0,UAS (CENTRAL NOCTURNA),Industrial,CULIACAN,Villa del Real,3,137,785
9541,5,2,7,64.0,45.29900661162449,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Industrial,CULIACAN,Industrial Bravo,3,137,428
9542,27,1,28,86.64285714285714,18.954554394000727,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,Centro,3,137,183
9543,14,3,17,68.52941176470588,34.071831560430574,0.0,1,17.0,COBAES 17(PROFR. GABRIEL LEYV),Industrial,CULIACAN,La Sirena,3,137,502
9544,13,2,15,72.0,30.717607793762664,0.0,1,127.0,UAS (NAVOLATO),Industrial,NAVOLATO,CALDERON,3,357,148
9545,25,2,27,78.0,24.794540341963003,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,AMP.,3,137,48
9546,8,7,15,46.86666666666667,46.246029430592614,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,LA,3,137,467
9547,8,5,13,53.30769230769231,44.95068522908302,0.0,1,71.0,CONALEP   (CULIACAN II),Industrial,CULIACAN,FELIPE,3,137,288
9548,23,0,23,87.21739130434783,11.265218077779098,0.0,2,118.0,UAS (CENTRAL DIURNA),Industrial,CULIACAN,ADOLFO,3,137,26
9549,7,5,12,48.333333333333336,43.18739995822294,0.0,1,112.0,C.B.T.I.S. 45,Industrial,GUAMUCHIL,San Pedro,3,275,718
9550,24,0,24,87.58333333333333,10.693015463850452,0.0,1,143.0,UAS (ANGOSTURA),Industrial,angostura,Fovissste Playa Azul,3,507,359
