clave_alumno,materias_aprobadas,materias_reprobadas,materias_totales,promedio_calificaciones,desviacion_calificaciones,duracion_estudios,sexo,prepa,prepa_nombre,carrera,ciudad,colonia,carrera_codificada,ciudad_codificada,colonia_codificada
9108,8,5,13,52.30769230769231,43.99694045306752,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,CULIACAN,FRACC.,7,137,332
9109,32,0,32,86.75,10.191710736767185,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Conchas,3,137,194
9110,18,6,24,58.541666666666664,35.1307856651296,0.0,1,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,VILLAS,7,137,765
9111,3,3,6,41.0,45.40925015897091,0.0,2,112.0,C.B.T.I.S. 45,Sistemas,CULIACAN,Los Robles,7,137,525
9112,30,0,30,93.73333333333333,9.047511882521508,0.0,2,127.0,UAS (NAVOLATO),Sistemas,NAVOLATO,Centro,7,357,183
9113,34,0,34,84.76470588235294,10.036475366863677,0.0,1,98.0,COLEGIO SINALOA,Industrial,CULIACAN,Conchas,3,137,194
9114,17,11,28,49.92857142857143,41.64304092093728,0.0,1,156.0,CONALEP 115 (NAVOLATO),Sistemas,NAVOLATO,Chula Vista,7,357,188
9115,25,4,29,77.20689655172414,32.439371262121796,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,FRACC.,3,137,332
9116,29,0,29,90.34482758620689,10.10048040607463,0.0,2,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,SALVADOR,7,137,680
9117,12,8,20,50.5,42.636159597965175,0.0,1,121.0,UAS (EMILIANO ZAPATA),Sistemas,CULIACAN,Fovissste Playa Azul,7,137,359
9119,28,1,29,86.37931034482759,19.691212313225712,0.0,2,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,FOV.,7,137,294
9120,0,6,6,0.0,0.0,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Cascadas,7,137,182
9121,21,5,26,66.15384615384616,33.855802820423335,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,Guadalupe,3,137,384
9123,9,2,11,72.9090909090909,37.060638271499165,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Antonio Toledo Corro,7,137,90
9124,31,0,31,91.6774193548387,8.791613794877456,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Guadalupe,7,137,384
9125,6,6,12,44.166666666666664,46.69987995572138,0.0,2,79.0,COLEGIO CULIACAN,Sistemas,CULIACAN,FOV.,7,137,294
9126,25,7,32,65.875,36.463636327079996,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Sistemas,CULIACAN,Los Angeles,7,137,521
9127,28,0,28,87.14285714285714,11.31277313388879,0.0,2,22.0,COBAES 22(PROFR.MIGUEL CRISTO),Sistemas,CULIACAN,Acueducto,7,137,70
9128,30,1,31,88.29032258064517,19.289364165064466,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,FRACC.,3,137,332
9129,30,0,30,92.66666666666667,9.610817659905635,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Olas,7,137,595
9130,30,0,30,93.33333333333333,8.515030659160116,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Sistemas,CULIACAN,Infonavit Jobori,7,137,433
9131,34,0,34,93.0,8.588223084991201,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Industrial,CULIACAN,VISTA,3,137,768
9132,30,2,32,84.6875,23.389324143099294,0.0,1,183.0,PREPARATORIA POR COOPERACION (JOSE VASCONCELOS),Industrial,CULIACAN,El Walamo,3,137,267
9133,0,6,6,0.0,0.0,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Sistemas,CULIACAN,Adolfo Lopez Mateos,7,137,72
9134,26,1,27,81.51851851851852,19.119805217808878,0.0,2,45.0,COBAES 45(PROFR.ALEJANDRO CAL),Sistemas,QUILA,BELLA,7,399,122
9135,29,3,32,80.0,28.17686078808226,0.0,1,113.0,C.B.T.A. 116,Industrial,Angostura,Agricola,3,41,74
9136,14,4,18,63.22222222222222,36.02704140528751,0.0,1,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,Universidad 94,7,137,747
9137,28,0,28,89.21428571428571,10.874220765125068,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,LA,7,137,467
9138,32,0,32,85.46875,8.955028772850516,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Issstesin,7,137,438
9139,23,1,24,79.75,19.607562870972274,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Stanza Solare,7,137,727
9140,29,1,30,86.63333333333334,18.42128329299888,0.0,1,156.0,CONALEP 115 (NAVOLATO),Sistemas,NAVOLATO,LA,7,357,467
9141,20,6,26,63.53846153846154,36.318844441122586,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,CULIACAN,CAMPO,7,137,152
9142,30,0,30,88.03333333333333,9.400965956727013,0.0,2,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,Bacurimi,7,137,131
9143,9,7,16,46.1875,42.42989315722269,0.0,1,23.0,COBAES 23(PROFRA.MA.T. DORAME),Sistemas,CULIACAN,Infonavit Jobori,7,137,433
9144,4,6,10,31.5,41.099472827113814,0.0,1,42.0,COBAES 42(SEVERIANO M. MORENO),Sistemas,ESCUINAPA,Centro,7,258,183
9145,24,8,32,65.09375,39.33754619091766,0.0,2,131.0,UAS (LA CRUZ),Industrial,CULIACAN,FRACC,3,137,331
9146,12,0,12,90.66666666666667,10.316212600767903,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Union de Colonos,7,137,746
9147,3,7,10,25.4,40.96665310550359,0.0,2,351.0,CEUS UNIVERSIDAD,Sistemas,CULIACAN,La Higueras,7,137,500
9148,6,0,6,80.5,8.916277250063505,0.0,2,190.0,PREPARATORIA ABIERTA (SEP),Sistemas,CULIACAN,Villa del Real,7,137,785
9149,18,14,32,47.40625,43.19786387714544,0.0,2,107.0,C.B.T.I.S. 224,Sistemas,CULICACAN,FRACC.,7,170,332
9150,16,5,21,56.333333333333336,32.53203549323856,0.0,1,65.0,CENTRO DE ESTUDIOS DE BACHILLERATO,Sistemas,CULIACAN,Infonavit Jobori,7,137,433
9151,5,5,10,41.3,44.12368978224736,0.0,1,118.0,UAS (CENTRAL DIURNA),Sistemas,CULIACAN,Humaya,7,137,400
9152,32,1,33,88.45454545454545,18.96393107502191,0.0,2,27.0,COBAES 27(LIC.RODOLFO MONJARA),Industrial,CULIACAN,FRA,3,137,296
9153,30,0,30,91.2,9.026398067278304,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Sistemas,CULIACAN,TOLEDO,7,137,731
9154,2,4,6,23.333333333333332,36.14784456460256,0.0,1,77.0,COLEGIO DEL VALLE A.C.,Sistemas,CULICAN,Ampliacion Loma Linda,7,171,85
9155,25,3,28,70.21428571428571,26.24578575393143,0.0,1,23.0,COBAES 23(PROFRA.MA.T. DORAME),Sistemas,"Culiacan,",Los Angeles,7,178,521
9156,28,1,29,84.10344827586206,19.000648161098923,0.0,2,97.0,INSTITUTO AMERICA,Sistemas,CULIACAN,Fovissste Playa Azul,7,137,359
9157,24,4,28,69.92857142857143,30.39849968450389,0.0,2,65.0,CENTRO DE ESTUDIOS DE BACHILLERATO,Industrial,CULIACAN,Los Angeles,3,137,521
9158,11,1,12,82.66666666666667,27.53290042949718,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,4 de Marzo,7,137,17
9159,30,1,31,92.80645161290323,18.04701148821915,0.0,2,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,FRACC.,7,137,332
9160,9,5,14,51.642857142857146,40.47146600309359,0.0,1,127.0,UAS (NAVOLATO),Sistemas,NAVOLATO,Mi Pueblito,7,357,554
9161,12,5,17,57.94117647058823,39.6523495335322,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Constitucion,7,137,195
9162,1,5,6,13.333333333333334,32.65986323710904,0.0,1,41.0,COBAES 41(PABLO DE VILLAVICEN),Sistemas,CULIACAN,Issstesin,7,137,438
9163,26,4,30,70.0,29.227997914139884,0.0,1,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,FRAC.,7,137,297
9164,27,0,27,84.81481481481481,9.306891727007121,0.0,1,123.0,UAS (AUGUSTO CESAR SANDINO),Sistemas,CULIACAN,Libertad,7,137,515
9165,30,1,31,85.03225806451613,18.017554164328633,0.0,1,134.0,UAS (MOCHIS),Sistemas,los,Senderos,7,534,723
9166,11,4,15,59.8,38.180398860447454,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,CULIACAN,10,7,137,2
9167,6,6,12,39.416666666666664,41.52208247828297,0.0,1,118.0,UAS (CENTRAL DIURNA),Sistemas,CULIACAN,DIAZ,7,137,208
9168,11,1,12,84.0,27.794701915031478,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Villa del Real,7,137,785
9169,28,1,29,83.62068965517241,18.891445140787646,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,COSTA,Stanza Solare,7,104,727
9170,17,6,23,59.43478260869565,36.45897580838013,0.0,1,60.0,COBAES 60(PROFRA.JESUSITA NE),Sistemas,CULIACAN,AMP.,7,137,48
9171,27,2,29,82.24137931034483,24.23936463749734,0.0,1,196.0,INST. DARWIN DE EDU. ACTIVA AC,Sistemas,CULIACAN,Morelos,7,137,565
9172,0,6,6,0.0,0.0,0.0,1,113.0,C.B.T.A. 116,Sistemas,COLONIA SINALOA,,7,92,870
9173,27,2,29,79.86206896551724,24.684761259198865,0.0,2,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,INF.,7,137,407
9174,20,7,27,61.7037037037037,38.21277959291269,0.0,1,154.0,C.E.T.I.S. 108,Sistemas,Guasave,El Walamo,7,294,267
9175,33,0,33,95.21212121212122,6.508444398229773,0.0,2,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,FRACC.,3,137,332
9176,12,7,19,48.68421052631579,38.807291170000724,0.0,1,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Sistemas,CULIACAN,FRACC.,7,137,332
9177,29,1,30,79.56666666666666,17.658998552722554,0.0,1,30.0,COBAES 30(ING. JUAN DE DIOS B),Sistemas,COSTA,JUAN,7,104,449
9178,30,0,30,93.53333333333333,6.257317555351155,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Mazatlan Iii,7,137,551
9179,31,0,31,92.58064516129032,8.585934985189002,0.0,1,154.0,C.E.T.I.S. 108,Sistemas,GUASAVE,Olas,7,285,595
9180,27,2,29,80.10344827586206,24.3594288397535,0.0,2,95.0,COBAC,Sistemas,CULIACAN,Montserrat,7,137,563
9181,2,4,6,26.666666666666668,41.79314138308661,0.0,1,117.0,UAS (DR. SALVADOR ALLENDE),Sistemas,CULIACAN,Villa del Real,7,137,785
9182,30,1,31,85.96774193548387,18.42187806380906,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,El Walamo,7,137,267
9183,28,2,30,84.06666666666666,24.340874284206393,0.0,2,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,DIAZ,7,137,208
9184,27,2,29,82.86206896551724,24.664497530329804,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,IND.,7,137,402
9185,18,8,26,54.80769230769231,38.16178112276127,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Plaza,7,137,627
9186,20,4,24,66.04166666666667,31.597301985353486,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Sistemas,CULIACAN,Ejidal,7,137,252
9187,6,6,12,38.833333333333336,41.30778780488412,0.0,1,121.0,UAS (EMILIANO ZAPATA),Sistemas,CULIACAN,El Toro,7,137,265
9188,23,4,27,68.03703703703704,29.51333659613967,0.0,1,82.0,UNIV. CATOLICA DE CULIACAN A.C,Sistemas,CULIACAN,FRAC.,7,137,297
9189,30,0,30,89.56666666666666,8.759953288071541,0.0,1,98.0,COLEGIO SINALOA,Sistemas,CULIACAN,Olas,7,137,595
9190,34,0,34,95.94117647058823,7.900675753494373,0.0,1,95.0,COBAC,Industrial,CULIACAN,RES.,3,137,654
9191,4,6,10,29.1,37.61338414270466,0.0,1,128.0,UAS (VLADIMIR I. LENIN),Sistemas,CULIACAN,Montserrat,7,137,563
9192,6,0,6,75.0,6.324555320336759,0.0,2,30.0,COBAES 30(ING. JUAN DE DIOS B),Sistemas,CULIACAN,Pueblo Nuevo Numero 2,7,137,641
9193,3,3,6,46.0,50.59644256269407,0.0,1,121.0,UAS (EMILIANO ZAPATA),Sistemas,CULIACAN,Buenos Aires,7,137,140
9194,1,5,6,13.333333333333334,32.659863237109036,0.0,2,154.0,C.E.T.I.S. 108,Sistemas,GUASAVE,Popular,7,285,630
9195,28,4,32,72.875,29.497676234337618,0.0,1,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,san,7,137,861
9196,30,0,30,95.36666666666666,5.910151018161151,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,Centro,7,137,183
9197,29,0,29,85.75862068965517,9.144300224784027,0.0,2,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,INF.,7,137,407
9198,25,2,27,77.88888888888889,24.29677619218923,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,San Rafael,7,137,719
9199,27,2,29,79.17241379310344,24.364888328314404,0.0,2,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,DIAZ,7,137,208
9200,28,2,30,82.8,24.517973702628012,0.0,1,153.0,C.E.T.I.S. 107,Sistemas,CULIACAN,FRACC.,7,137,332
9201,21,4,25,75.76,34.4628785797124,0.0,1,121.0,UAS (EMILIANO ZAPATA),Sistemas,CULIACAN,Conchas,7,137,194
9202,25,4,29,72.96551724137932,30.599349617995724,0.0,2,190.0,PREPARATORIA ABIERTA (SEP),Sistemas,CULIACAN,Guadalupe,7,137,384
9203,24,5,29,67.6896551724138,32.14487678384031,0.0,1,121.0,UAS (EMILIANO ZAPATA),Sistemas,CULIACAN,El Walamo,7,137,267
9204,36,0,36,91.47222222222223,7.915576366023462,0.0,1,92.0,INSTITUTO CHAPULTEPEC,Industrial,CULIACAN,FRACC.,3,137,332
9205,31,0,31,87.51612903225806,10.022877057817729,0.0,1,107.0,C.B.T.I.S. 224,Sistemas,CULIACAN,FRACC.,7,137,332
9206,28,1,29,79.65517241379311,18.15661206217599,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,Canaco,2,137,177
9207,2,4,6,25.5,39.717754216471,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electronica,CULIACAN,Villa Satelite,2,137,782
9208,29,2,31,78.35483870967742,22.934033497688937,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,FRAC.,2,137,297
9209,12,6,18,54.333333333333336,40.37034438647202,0.0,1,194.0,COBAES 74 (EMSAD OTATILLOS),Electronica,CULIACAN,El Milagro,2,137,260
9210,22,7,29,62.96551724137931,36.69807581431084,0.0,1,112.0,C.B.T.I.S. 45,Electronica,GUAMUCHIL,Cuauhtemoc,2,275,199
9211,16,7,23,55.56521739130435,38.03685543708236,0.0,1,160.0,CONALEP 119,Electronica,MOCORITO,Centro,2,353,183
9212,5,1,6,65.0,33.33466664000107,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Electronica,CULIACAN,Juan de Dios Batiz,2,137,462
9213,28,3,31,84.64516129032258,29.118777889987953,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,FRACC.,2,137,332
9214,21,7,28,61.32142857142857,36.68388845198491,0.0,1,142.0,UAS (LA REFORMA),Electronica,ANGOSTURA,LEOPOLDO,2,36,477
9215,26,1,27,83.55555555555556,19.88492535591362,0.0,1,73.0,LICEO COLHUACAN,Electronica,CULIACAN,SALVADOR,2,137,680
9216,0,6,6,0.0,0.0,0.0,1,429.0,"COBAES 81 EMSAD 10  ""JESUS MARIA""",Electronica,CULIACAN,FRACC. GIRASOLES,2,137,337
9217,17,8,25,55.2,39.75759885439093,0.0,1,119.0,UAS (CENT. VESP. FLORES MAGON),Electronica,CULIACAN,Morelos,2,137,565
9218,26,3,29,73.75862068965517,27.018056359740758,0.0,1,24.0,COBAES 24(GRAL. EMILIANO ZAPA),Electronica,CULIACAN,21,2,137,10
9219,30,1,31,81.87096774193549,18.72919634418211,0.0,1,112.0,C.B.T.I.S. 45,Electronica,CAPOMOS,CONOCIDO,2,74,167
9220,31,1,32,81.96875,17.86957113589034,0.0,1,42.0,COBAES 42(SEVERIANO M. MORENO),Electronica,ESCUINAPA,Centro,2,258,183
9221,30,1,31,90.19354838709677,17.56591273810105,0.0,1,112.0,C.B.T.I.S. 45,Electronica,GUASAVE,Olas,2,285,595
9222,28,2,30,81.53333333333333,23.967986311246342,0.0,1,154.0,C.E.T.I.S. 108,Electronica,CULIACAN,Morelos,2,137,565
9223,33,0,33,91.0909090909091,7.501514998500457,0.0,1,121.0,UAS (EMILIANO ZAPATA),Industrial,CULIACAN,6,3,137,19
9224,27,2,29,77.37931034482759,23.81388219551098,0.0,1,97.0,INSTITUTO AMERICA,Electronica,CULIACAN,Centro,2,137,183
9225,23,5,28,66.17857142857143,32.648581809626805,0.0,1,143.0,UAS (ANGOSTURA),Electronica,RAFAEL,CONOCIDO,2,408,167
9226,0,6,6,0.0,0.0,0.0,1,476.0,COLEGIO SINALOA (GUAMUCHIL),Electronica,,,2,545,870
9227,29,2,31,81.93548387096774,23.58521497869794,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Electronica,MOCORITO,,2,353,870
9228,16,6,22,60.13636363636363,38.354605428497855,0.0,1,124.0,UAS (RAFAEL BUELNA TENORIO),Electronica,CULIACAN,SAN,2,137,681
9229,31,0,31,85.09677419354838,10.520946848104744,0.0,1,71.0,CONALEP   (CULIACAN II),Electronica,CULIACAN,Olas,2,137,595
9230,30,1,31,86.3225806451613,18.039562257760384,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Industrial,CULIACAN,FRACC.,3,137,332
9232,32,0,32,88.65625,9.061116412736421,0.0,1,107.0,C.B.T.I.S. 224,Industrial,CULIACAN,LOS,3,137,492
9233,2,4,6,25.333333333333332,39.42926155365665,0.0,1,77.0,COLEGIO DEL VALLE A.C.,Electronica,CULIACAN,Montserrat,2,137,563
9234,30,0,30,89.4,11.300289895579578,0.0,1,153.0,C.E.T.I.S. 107,Electronica,CULIACAN,Infonavit Jobori,2,137,433
9235,28,3,31,74.64516129032258,26.674017803968933,0.0,1,112.0,C.B.T.I.S. 45,Electronica,GUASAVE,EJ.,2,285,217
9236,22,6,28,63.857142857142854,35.23961815670947,0.0,1,46.0,COBAES 46(GRAL. ANTONIO ROSAS),Electronica,CULIACAN,LOS,2,137,492
9237,31,0,31,86.6774193548387,9.213711147972875,0.0,1,153.0,C.E.T.I.S. 107,Electronica,CULIACAN,Universidad 94,2,137,747
9238,23,5,28,68.75,33.88283188129788,0.0,1,153.0,C.E.T.I.S. 107,Electronica,CULIACAN,FRACC.,2,137,332
9239,31,0,31,82.19354838709677,7.930613069360653,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,San Francisco,2,137,712
9240,18,6,24,61.583333333333336,37.448999135249046,0.0,1,112.0,C.B.T.I.S. 45,Electronica,CULIACAN,Infonavit Jobori,2,137,433
9241,26,3,29,73.6896551724138,27.051674688423187,0.0,1,79.0,COLEGIO CULIACAN,Electronica,CULIACAN,LOS,2,137,492
9242,29,3,32,79.875,27.35872804060891,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,BALCONES,2,137,111
9243,31,0,31,89.09677419354838,9.392744855151687,0.0,2,117.0,UAS (DR. SALVADOR ALLENDE),Industrial,CULIACAN,INF.,3,137,407
9244,31,1,32,79.6875,17.173568400682,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,BUENOS,2,137,128
9245,17,7,24,57.25,38.56022956814218,0.0,1,24.0,COBAES 24(GRAL. EMILIANO ZAPA),Electronica,CULIACAN,San Miguel,2,137,717
9246,14,6,20,57.3,39.42895009080457,0.0,1,71.0,CONALEP   (CULIACAN II),Electronica,CULIACAN,Los Angeles,2,137,521
9247,5,6,11,36.90909090909091,43.026630231647346,0.0,2,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,Loma Linda,2,137,516
9248,19,4,23,65.47826086956522,31.55207753600299,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electronica,CULIACAN,FRACC.,2,137,332
9249,31,0,31,90.6774193548387,8.510335272573748,0.0,2,129.0,UAS (CARLOS MARX) COSTA RICA,Electronica,COSTA,Popular,2,104,630
9250,29,1,30,84.83333333333333,18.564116913594603,0.0,1,10.0,COBAES 10(ING. FEDERICO DELGA),Electronica,CUBILETE,CONOCIDO,2,127,167
9251,27,2,29,74.44827586206897,22.63307662770283,0.0,1,145.0,Uas (guasave Diurna),Electronica,GUASAVE,El Tecomate,2,285,264
9252,10,1,11,74.72727272727273,26.435169411565756,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,La Higueras,2,137,500
9253,29,2,31,81.35483870967742,23.458542704235732,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,FRACC.,2,137,332
9254,31,0,31,88.83870967741936,10.053512733346981,0.0,1,71.0,CONALEP   (CULIACAN II),Electronica,CULIACAN,Pemex,2,137,623
9255,26,5,31,70.09677419354838,32.55390897031126,0.0,1,31.0,COBAES 31(PROFRA.IRMA GARMEND),Electronica,ELDORADO,ESCOBEDO,2,245,242
9256,24,5,29,72.89655172413794,34.495698311100234,0.0,1,112.0,C.B.T.I.S. 45,Electronica,GUAMUCHIL,Magisterio,2,275,542
9257,20,4,24,66.75,32.18188796580272,0.0,1,131.0,UAS (LA CRUZ),Electronica,ELOTA,ELOTA,2,253,241
9258,19,5,24,61.625,33.22232421259772,0.0,1,422.0,COBAES 30 (COSTA RICA),Electronica,COSTA RICA,Stanza Solare,2,106,727
9259,33,1,34,87.6470588235294,17.553178686392815,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,Loma Linda,2,137,516
9260,31,2,33,79.0909090909091,22.143514338801943,0.0,1,42.0,COBAES 42(SEVERIANO M. MORENO),Electronica,ESCUINAPA,Centro,2,258,183
9261,30,1,31,87.25806451612904,18.2646612194797,0.0,1,127.0,UAS (NAVOLATO),Electronica,NAVOLATO,Azucarera,2,357,98
9262,28,3,31,74.90322580645162,26.377205865051586,0.0,1,24.0,COBAES 24(GRAL. EMILIANO ZAPA),Electronica,CULIACAN,Guadalupe,2,137,384
9263,9,3,12,64.58333333333333,39.84620053367319,0.0,1,121.0,UAS (EMILIANO ZAPATA),Electronica,CULIACAN,Universidad 94,2,137,747
9264,24,5,29,68.86206896551724,33.232647607361564,0.0,1,25.0,COBAES 25(GRAL.SALVADOR ALVAR),Electronica,CULIACAN,VILLA,2,137,761
9265,31,1,32,79.46875,16.765910835055525,0.0,1,145.0,Uas (guasave Diurna),Electronica,GUASAVE,2,2,285,8
9266,5,7,12,32.916666666666664,41.165869210776876,0.0,1,60.0,COBAES 60(PROFRA.JESUSITA NE),Electronica,CULIACAN,El Chaleco,2,137,255
9267,11,1,12,73.0,24.687133196354445,0.0,1,142.0,UAS (LA REFORMA),Electronica,LA REFORMA,,2,324,870
9268,27,3,30,72.16666666666667,26.215398651113084,0.0,1,15.0,COBAES 15(LIC. JOSE G. HEREDIA),Electronica,SINALOA,SN.FELIPE,2,441,705
9269,30,1,31,84.83870967741936,18.5348262723511,0.0,1,26.0,COBAES 26(GRAL. ANGEL FLORES),Electronica,CULIACAN,B.,2,137,99
9270,14,6,20,56.35,38.67989413799262,0.0,1,131.0,UAS (LA CRUZ),Electronica,LA,Miramar,2,306,559
9271,28,3,31,74.6774193548387,26.320318003112085,0.0,1,118.0,UAS (CENTRAL DIURNA),Electronica,CULIACAN,LA,2,137,467
9272,4,2,6,56.833333333333336,44.72322290115803,0.0,1,418.0,COLEGIO CHAPULTEPEC,Electronica,CULIACAN,Las Mañanitas,2,137,510
9273,28,4,32,74.0,29.657181037596512,0.0,1,65.0,CENTRO DE ESTUDIOS DE BACHILLERATO,Electronica,CULIACAN,Infonavit Jobori,2,137,433
9274,27,4,31,72.3225806451613,29.923666327033075,0.0,1,79.0,COLEGIO CULIACAN,Electronica,CULIACAN,FRACC.,2,137,332
9275,20,4,24,66.70833333333333,31.659161963511984,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,servidor,2,137,862
9276,29,1,30,78.06666666666666,17.05555493154616,0.0,1,20.0,COBAES 20(PROFR.JESUS M. IBAR),Electronica,JUAN,,2,300,870
9277,0,6,6,0.0,0.0,0.0,1,101.0,C.E.T. DEL MAR(ESCUINAPA),Electronica,ESCUINAPA,Centro,2,258,183
9278,0,6,6,0.0,0.0,0.0,1,27.0,COBAES 27(LIC.RODOLFO MONJARA),Electronica,CULIACAN,La Higueras,2,137,500
9279,1,5,6,13.166666666666666,32.25161494664518,0.0,1,500.0,CEJUS,Electronica,CULIACAN,Villa Satelite,2,137,782
9280,3,3,6,43.166666666666664,48.176411932258574,0.0,1,128.0,UAS (VLADIMIR I. LENIN),Electronica,ELDORADO,LIENZO CHARRO,2,245,481
9281,0,6,6,0.0,0.0,0.0,1,30.0,COBAES 30(ING. JUAN DE DIOS B),Electronica,COSTARICA,El Toro,2,120,265
9282,19,5,24,65.41666666666667,35.628416439283605,0.0,1,71.0,CONALEP   (CULIACAN II),Electronica,CULIACAN,La Sirena,2,137,502
9283,10,6,16,51.4375,42.04278574658598,0.0,1,118.0,UAS (CENTRAL DIURNA),Electronica,CULIACAN,Las Granjas,2,137,509
9284,29,1,30,82.7,18.79866099413503,0.0,2,70.0,CONALEP I (JUAN DE DIOS BATIZ- CULIACAN),Electronica,CULIACAN,ADOLFO,2,137,26
9285,16,5,21,63.285714285714285,37.04341082722116,0.0,1,36.0,COBAES 36(JOSE C.VALADEZ ROCH),Electronica,CULIACAN,San Rafael,2,137,719
9286,12,6,18,53.5,39.718494728896914,0.0,1,131.0,UAS (LA CRUZ),Electronica,LA CRUZ,,2,308,870
9287,27,3,30,79.66666666666667,28.699793743501715,0.0,1,107.0,C.B.T.I.S. 224,Electronica,CULIACAN,Conchas,2,137,194
9288,23,7,30,64.93333333333334,37.62146611502107,0.0,1,154.0,C.E.T.I.S. 108,Electronica,GUASAVE,LOS,2,285,492
9289,6,0,6,87.83333333333333,11.461529857164212,0.0,1,108.0,C.B.T.I.S 152,Electronica,ESCUINAPA,Centro,2,258,183
9290,26,1,27,79.74074074074075,18.907858749925193,0.0,1,29.0,COBAES 29(PROFRA.AGUSTINA ACH),Electronica,COFRADIA,COFRADIA,2,86,163
9291,31,1,32,90.15625,18.171422752187283,0.0,1,107.0,C.B.T.I.S. 224,Electronica,YEBAVITO,CONOCIDO,2,504,167
9292,30,0,30,93.5,7.380075693472211,0.0,1,91.0,ITESM CAMPUS SINALOA,Mecatronica,CULIACAN,VILLA,6,137,761
9293,6,0,6,91.0,7.797435475847171,0.0,1,153.0,C.E.T.I.S. 107,Mecatronica,CULIACAN,Infonavit Coca Cola,6,137,432
9294,30,0,30,90.83333333333333,9.90326777602616,0.0,1,107.0,C.B.T.I.S. 224,Mecatronica,CULIACAN,Olas,6,137,595
